miRNA,have_motif,have_mean,no_motif,no_mean,D,p,fdr
hsa-miR-1247-3p,2172,5.94739968,21719,6.426910906,0.036706898,0.009776035,1
hsa-miR-1247-5p,1545,6.05165622,22346,6.406248153,0.027516056,0.223910282,1
hsa-miR-1248,1858,6.193143558,22033,6.399354121,0.022412047,0.355598762,1
hsa-miR-1249-3p,403,6.093969059,23488,6.388281699,0.045116328,0.395455745,1
hsa-miR-1250-3p,76,6.149741584,23815,6.384062554,0.080597699,0.708710034,1
hsa-miR-1251-3p,373,6.015223729,23518,6.389155185,0.056218419,0.19617852,1
hsa-miR-1251-5p,570,5.966526251,23321,6.393504143,0.036991282,0.431717607,1
hsa-miR-1252-3p,32,5.332388219,23859,6.384726672,0.173985708,0.288075974,1
hsa-miR-1252-5p,15,6.434904285,23876,6.383284743,0.223468476,0.442500333,1
hsa-miR-1253,540,6.052457038,23351,6.390968407,0.039251789,0.390305791,1
hsa-miR-1255a,222,5.870070471,23669,6.388131076,0.07089499,0.218925825,1
hsa-miR-1255b-2-3p,319,6.166761026,23572,6.386247807,0.054074836,0.316171906,1
hsa-miR-1255b-5p,466,5.638319736,23425,6.398137592,0.06064538,0.069404565,1
hsa-miR-1256,327,6.045315475,23564,6.388007635,0.050117787,0.392646272,1
hsa-miR-1257,291,5.389439784,23600,6.395572165,0.097556643,0.008408997,1
hsa-miR-1258,151,6.104941697,23740,6.38508778,0.066178021,0.526940063,1
hsa-miR-125a-3p,2769,5.899490132,21122,6.446744717,0.040875279,0.000560174,1
hsa-miR-125b-1-3p,166,6.176270999,23725,6.384765821,0.068246347,0.426370497,1
hsa-miR-125b-2-3p,560,5.930458294,23331,6.394186852,0.044216922,0.2352949,1
hsa-miR-1260a,839,6.039375241,23052,6.395835253,0.03398809,0.307034796,1
hsa-miR-1260b,932,6.085327002,22959,6.395413795,0.023684925,0.696497662,1
hsa-miR-1261,75,6.553345069,23816,6.38278171,0.091788154,0.554491418,1
hsa-miR-1262,483,5.866889985,23408,6.393973095,0.050551899,0.177948844,1
hsa-miR-1263,519,5.695109207,23372,6.398599538,0.061045742,0.045455294,1
hsa-miR-126-3p,81,5.66883686,23810,6.385747765,0.079268489,0.690831569,1
hsa-miR-1264,148,6.510892344,23743,6.382521923,0.044069888,0.937549433,1
hsa-miR-1265,1232,5.716894892,22659,6.419551418,0.057536339,0.000873396,1
hsa-miR-126-5p,0,NaN,23891,6.383317152,0,1,1
hsa-miR-1266-3p,1575,5.88795079,22316,6.418278705,0.051892812,0.000724398,1
hsa-miR-1267,270,6.000786336,23621,6.387689673,0.064926846,0.210417075,1
hsa-miR-1268a,1614,5.713280915,22277,6.43186222,0.052459433,0.000505407,1
hsa-miR-1269a,1574,6.002885869,22317,6.410148664,0.035702238,0.047117857,1
hsa-miR-1269b,1319,5.860259599,22572,6.41388214,0.045614996,0.011189576,1
hsa-miR-1270,1211,6.082885956,22680,6.399358694,0.034976705,0.120045924,1
hsa-miR-1271-3p,2098,5.75733902,21793,6.443579719,0.036237815,0.013127042,1
hsa-miR-1271-5p,651,6.069894505,23240,6.392096762,0.035637018,0.397175162,1
hsa-miR-1272,1078,6.177553268,22813,6.393040269,0.022606443,0.668815351,1
hsa-miR-1273c,123,5.90034882,23768,6.385816525,0.068266618,0.618483901,1
hsa-miR-1273h-3p,1390,6.15342267,22501,6.397518891,0.019951024,0.674594724,1
hsa-miR-127-3p,1024,6.288866204,22867,6.387546731,0.031322131,0.291411481,1
hsa-miR-1276,314,5.73006879,23577,6.392017156,0.04029945,0.695535721,1
hsa-miR-1277-3p,4,8.279303966,23887,6.382999659,0,1,1
hsa-miR-1277-5p,0,NaN,23891,6.383317152,0,1,1
hsa-miR-1278,103,5.799829428,23788,6.385843604,0.083205451,0.476598033,1
hsa-miR-1279,6,3.81284119,23885,6.383962865,0,1,1
hsa-miR-1281,1859,6.353222174,22032,6.385856484,0.021401581,0.412171555,1
hsa-miR-128-1-5p,3321,5.824264921,20570,6.473575415,0.037923721,0.000535899,1
hsa-miR-1282,117,5.653260537,23774,6.386910011,0.090512943,0.295901175,1
hsa-miR-1283,51,6.354468208,23840,6.383378868,0.095735459,0.73938654,1
hsa-miR-128-3p,1397,5.82695637,22494,6.417870189,0.048100189,0.004547679,1
hsa-miR-1284,102,5.622231737,23789,6.386580455,0.126985285,0.075591155,1
hsa-miR-1285-5p,412,6.072328505,23479,6.388774255,0.059516933,0.113548255,1
hsa-miR-1287-3p,238,6.990380847,23653,6.377208787,0.076638705,0.12555255,1
hsa-miR-1287-5p,1888,5.773424449,22003,6.435649899,0.037395878,0.01545059,1
hsa-miR-1288-3p,1597,5.914868184,22294,6.416873849,0.049871167,0.001206847,1
hsa-miR-1288-5p,526,5.853966119,23365,6.395234064,0.044660411,0.256392097,1
hsa-miR-1290,86,5.752939486,23805,6.385594509,0.096440556,0.402832429,1
hsa-miR-1292-3p,1357,6.457735791,22534,6.378835653,0.041321755,0.025279551,1
hsa-miR-1292-5p,823,5.599662348,23068,6.411275705,0.059334218,0.007431285,1
hsa-miR-1294,1110,6.024600342,22781,6.400795562,0.034403096,0.163188156,1
hsa-miR-1295a,468,5.944004357,23423,6.39209478,0.041539728,0.406974367,1
hsa-miR-1295b-3p,899,6.13264011,22992,6.393118764,0.025605898,0.621838603,1
hsa-miR-1295b-5p,1005,6.346351274,22886,6.384940446,0.022849747,0.696243672,1
hsa-miR-129-5p,329,6.063836888,23562,6.387778107,0.041676374,0.625958568,1
hsa-miR-1296-3p,1297,5.674389418,22594,6.42401288,0.051783762,0.002780325,1
hsa-miR-1296-5p,984,5.777253955,22907,6.409351386,0.050569491,0.016046176,1
hsa-miR-1297,28,5.147236202,23863,6.384767526,0.121003227,0.807453419,1
hsa-miR-1298-3p,941,6.106370502,22950,6.394672568,0.024642259,0.642530668,1
hsa-miR-1298-5p,150,6.793329951,23741,6.380726616,0.060847479,0.639157611,1
hsa-miR-1299,1824,5.967879318,22067,6.417656147,0.036605152,0.021889347,1
hsa-miR-1301-5p,239,6.302287155,23652,6.384135948,0.050365056,0.585763767,1
hsa-miR-1302,249,5.766822339,23642,6.38981014,0.064262804,0.260736262,1
hsa-miR-1303,292,5.5868413,23599,6.393172271,0.065521264,0.167975542,1
hsa-miR-1304-3p,1447,6.120041687,22444,6.400290936,0.022968631,0.470130088,1
hsa-miR-1304-5p,662,5.697888168,23229,6.402851096,0.050126294,0.078750155,1
hsa-miR-1305,84,6.219288782,23807,6.383895906,0.092371291,0.472782774,1
hsa-miR-1306-3p,933,5.800440898,22958,6.40700491,0.055048424,0.008733217,1
hsa-miR-1306-5p,4130,6.184729651,19761,6.424821447,0.017772895,0.230733112,1
hsa-miR-1307-3p,2055,6.051003492,21836,6.414591404,0.029726998,0.072332861,1
hsa-miR-1307-5p,272,5.416123978,23619,6.394455496,0.070554956,0.137465844,1
hsa-miR-130a-3p,151,6.957542917,23740,6.379664747,0.065218956,0.545953974,1
hsa-miR-130a-5p,118,6.951112903,23773,6.380498833,0.121915119,0.060974835,1
hsa-miR-130b-3p,224,6.490377694,23667,6.382303861,0.026074017,0.998187717,1
hsa-miR-130b-5p,478,6.010468445,23413,6.390929234,0.036844138,0.548326134,1
hsa-miR-1322,450,5.917714411,23441,6.39225539,0.042298537,0.408385803,1
hsa-miR-1323,191,6.86540691,23700,6.379431956,0.092178408,0.079916916,1
hsa-miR-132-3p,293,6.362458106,23598,6.383576144,0.035167699,0.866563411,1
hsa-miR-1324,681,6.044104676,23210,6.393269918,0.034941013,0.394488991,1
hsa-miR-132-5p,1361,6.043999586,22530,6.403814765,0.029574218,0.211575843,1
hsa-miR-133a-3p,786,6.129979125,23105,6.39193536,0.033551003,0.359126627,1
hsa-miR-133a-5p,169,6.254123445,23722,6.384237552,0.091294177,0.121936376,1
hsa-miR-133b,657,6.124991978,23234,6.390621949,0.04087964,0.235981261,1
hsa-miR-134-3p,2095,5.927433217,21796,6.427136057,0.039666427,0.004885927,1
hsa-miR-135a-2-3p,639,5.624972627,23252,6.404157602,0.069854492,0.004625136,1
hsa-miR-135a-3p,563,5.913227778,23328,6.39466233,0.041268073,0.30639432,1
hsa-miR-135a-5p,371,5.46524452,23520,6.397798655,0.08859742,0.006468968,1
hsa-miR-135b-5p,495,5.495905164,23396,6.402092538,0.07287087,0.011620396,1
hsa-miR-136-3p,237,6.584917553,23654,6.381297228,0.058025707,0.408306994,1
hsa-miR-136-5p,463,6.669517638,23428,6.377661064,0.059036629,0.084433456,1
hsa-miR-137-3p,5,8.173540491,23886,6.382942409,0,1,1
hsa-miR-137-5p,222,6.235893454,23669,6.384699892,0.036628098,0.929476893,1
hsa-miR-138-1-3p,262,6.335315221,23629,6.383849401,0.06391777,0.240289005,1
hsa-miR-138-2-3p,109,6.001066574,23782,6.385069121,0.081694273,0.463854456,1
hsa-miR-139-3p,1481,5.949664847,22410,6.411975745,0.041299778,0.017494518,1
hsa-miR-139-5p,404,5.990281541,23487,6.39007776,0.035995897,0.682166823,1
hsa-miR-1-3p,13,4.417331331,23878,6.384387502,0.290943707,0.221380533,1
hsa-miR-140-3p,1839,6.043704324,22052,6.411638755,0.024874174,0.24434157,1
hsa-miR-140-5p,311,5.89552666,23580,6.389750691,0.051022721,0.401182932,1
hsa-miR-141-3p,354,6.025064521,23537,6.388705325,0.04384466,0.513883302,1
hsa-miR-141-5p,1436,6.392726158,22455,6.382715445,0.02645182,0.30149508,1
hsa-miR-142-3p,146,6.048315029,23745,6.385376967,0.080134823,0.309072272,1
hsa-miR-142-5p,1,4.970543167,23890,6.383376289,0,1,1
hsa-miR-143-3p,353,6.245065874,23538,6.38539051,0.041700034,0.580874311,1
hsa-miR-143-5p,1475,5.926106087,22416,6.413402195,0.050257201,0.00184016,1
hsa-miR-144-3p,6,4.850730779,23885,6.383702143,0,1,1
hsa-miR-144-5p,40,7.12664754,23851,6.382070529,0.100210683,0.817431535,1
hsa-miR-145-3p,392,7.000069232,23499,6.373028765,0.050199705,0.285655161,1
hsa-miR-145-5p,1385,6.302335646,22506,6.388300685,0.015460137,0.914098805,1
hsa-miR-1468-3p,1,3.215598886,23890,6.383449748,0,1,1
hsa-miR-1468-5p,327,6.091180045,23564,6.387371168,0.034069749,0.848203614,1
hsa-miR-1469,1139,6.200915021,22752,6.392448482,0.02569686,0.470927581,1
hsa-miR-146a-3p,676,5.869176303,23215,6.398288473,0.03962031,0.253805451,1
hsa-miR-146a-5p,460,5.817968046,23431,6.394416149,0.055769206,0.120830325,1
hsa-miR-146b-5p,540,6.003784194,23351,6.392093984,0.043662655,0.266695449,1
hsa-miR-1470,1573,6.001437917,22318,6.410232469,0.034769543,0.057284087,1
hsa-miR-1471,858,5.859115923,23033,6.40284412,0.039342458,0.154432129,1
hsa-miR-147a,490,5.713825152,23401,6.39733583,0.067722381,0.024495502,1
hsa-miR-147b-3p,501,5.661521951,23390,6.398777579,0.066152432,0.027329198,1
hsa-miR-147b-5p,103,4.805614615,23788,6.390148469,0.16861606,0.005866683,1
hsa-miR-148a-3p,359,6.334143729,23532,6.384067333,0.037068234,0.716147203,1
hsa-miR-148a-5p,186,4.62206856,23705,6.397136694,0.128509479,0.004505362,1
hsa-miR-148b-3p,376,5.845319521,23515,6.391919623,0.062827258,0.107675246,1
hsa-miR-148b-5p,257,6.411085881,23634,6.38301519,0.059040774,0.338180403,1
hsa-miR-150-3p,1604,6.086457478,22287,6.404682204,0.0530375,0.000441636,1
hsa-miR-150-5p,733,6.273567335,23158,6.386790967,0.037201115,0.279132691,1
hsa-miR-151a-3p,173,6.679071805,23718,6.381159906,0.073106107,0.317690141,1
hsa-miR-151a-5p,905,5.813473374,22986,6.405752923,0.045248008,0.056570836,1
hsa-miR-151b,561,5.988016946,23330,6.392822656,0.03130325,0.656375823,1
hsa-miR-152-3p,546,6.054313783,23345,6.391011984,0.040638472,0.341603548,1
hsa-miR-152-5p,854,5.714160483,23037,6.408123325,0.038668727,0.170315612,1
hsa-miR-153-3p,44,5.422016232,23847,6.385090844,0.123732926,0.511979467,1
hsa-miR-153-5p,67,6.240090551,23824,6.383719947,0.12869626,0.218418433,1
hsa-miR-1537-3p,10,7.595410318,23881,6.382809597,0,1,1
hsa-miR-1537-5p,74,5.973686218,23817,6.384589885,0.087574853,0.623498659,1
hsa-miR-1539,1668,5.96015861,22223,6.415078321,0.041630908,0.009233479,1
hsa-miR-154-3p,24,6.545282976,23867,6.383154284,0.109156995,0.937532399,1
hsa-miR-154-5p,126,5.751662435,23765,6.386666131,0.086773266,0.301882165,1
hsa-miR-155-3p,29,5.286342728,23862,6.384650329,0.090611534,0.971292523,1
hsa-miR-155-5p,84,6.438450523,23807,6.383122621,0.146805561,0.05421178,1
hsa-miR-15a-3p,1235,6.002482635,22656,6.404076802,0.047764952,0.009553673,1
hsa-miR-15a-5p,1700,6.262000282,22191,6.39261095,0.021648443,0.449889838,1
hsa-miR-15b-3p,40,6.895109033,23851,6.382458837,0.134599178,0.464458857,1
hsa-miR-15b-5p,1660,6.363098042,22231,6.384826923,0.013118309,0.953098151,1
hsa-miR-1-5p,90,7.241682756,23801,6.380071368,0.107454402,0.251731527,1
hsa-miR-16-1-3p,103,6.038156546,23788,6.384811668,0.057775724,0.883382736,1
hsa-miR-16-2-3p,28,4.073188305,23863,6.386027776,0.207800779,0.178551665,1
hsa-miR-16-5p,1947,6.390914017,21944,6.382643114,0.020769003,0.423390682,1
hsa-miR-17-3p,1949,5.891892278,21942,6.426968008,0.031513792,0.057140155,1
hsa-miR-17-5p,482,6.308302877,23409,6.384861724,0.03227852,0.708780471,1
hsa-miR-181a-2-3p,948,5.832792581,22943,6.406064713,0.055361379,0.007541854,1
hsa-miR-181a-3p,169,7.219789603,23722,6.377357965,0.101789266,0.061781822,1
hsa-miR-181a-5p,275,6.082980607,23616,6.386814465,0.040602057,0.761345723,1
hsa-miR-181b-2-3p,104,6.195646624,23787,6.384137673,0.048384137,0.968629104,1
hsa-miR-181b-3p,83,5.304070153,23808,6.387079648,0.091177715,0.497407476,1
hsa-miR-181b-5p,798,5.659351509,23093,6.408334455,0.05298902,0.026292318,1
hsa-miR-181c-3p,202,6.616877247,23689,6.381325547,0.055367219,0.571070501,1
hsa-miR-181c-5p,141,7.17153391,23750,6.378637634,0.090813886,0.197938416,1
hsa-miR-181d-3p,1342,5.709884114,22549,6.423396408,0.049734247,0.003799835,1
hsa-miR-181d-5p,625,5.520633634,23266,6.406491621,0.056281406,0.042308137,1
hsa-miR-182-3p,78,6.907756635,23813,6.381599339,0.14050341,0.092872565,1
hsa-miR-1825,1097,6.080709289,22794,6.39788067,0.034513233,0.165161831,1
hsa-miR-182-5p,406,6.390534599,23485,6.38319238,0.051220515,0.245898434,1
hsa-miR-1827,436,5.634213861,23455,6.397242074,0.095842713,0.000768774,1
hsa-miR-183-3p,25,6.733350146,23866,6.382950487,0.134594821,0.756193483,1
hsa-miR-183-5p,562,6.118615053,23329,6.389693876,0.040042871,0.342393225,1
hsa-miR-184,508,5.833618615,23383,6.395259455,0.038266157,0.460385944,1
hsa-miR-1843,1239,5.62027115,22652,6.425053599,0.051809695,0.003648433,1
hsa-miR-185-5p,1196,5.809098525,22695,6.413577803,0.040995062,0.043910411,1
hsa-miR-186-3p,1231,6.023932005,22660,6.402840679,0.024355123,0.49273599,1
hsa-miR-186-5p,114,6.744897144,23777,6.381583539,0.098045509,0.225467188,1
hsa-miR-187-3p,659,5.921971117,23232,6.396403715,0.039239542,0.277253001,1
hsa-miR-187-5p,286,5.864953153,23605,6.38959769,0.083349948,0.039435209,1
hsa-miR-188-3p,2219,5.912052508,21672,6.431570024,0.033935398,0.019389806,1
hsa-miR-188-5p,636,5.742600233,23255,6.400840092,0.048032343,0.114915442,1
hsa-miR-18a-3p,2690,5.912822061,21201,6.443013949,0.039020745,0.001393133,1
hsa-miR-18a-5p,393,5.718989431,23498,6.394427919,0.048391103,0.325790273,1
hsa-miR-18b-3p,98,6.173012999,23793,6.384183365,0.166228362,0.00909088,1
hsa-miR-18b-5p,428,5.32922014,23463,6.402545449,0.063522563,0.067267922,1
hsa-miR-1908-3p,2648,6.327773501,21243,6.390240825,0.01520124,0.648044915,1
hsa-miR-1909-5p,1095,5.84900413,22796,6.408982741,0.059597374,0.001195869,1
hsa-miR-190a-3p,0,NaN,23891,6.383317152,0,1,1
hsa-miR-190a-5p,8,7.637553071,23883,6.382897025,0,1,1
hsa-miR-190b-3p,0,NaN,23891,6.383317152,0,1,1
hsa-miR-190b-5p,38,6.964081142,23853,6.382391942,0.181961002,0.162069693,1
hsa-miR-1910-3p,1427,5.90141239,22464,6.413929603,0.053946752,0.000811516,1
hsa-miR-1911-3p,2507,6.004119022,21384,6.427773274,0.029033707,0.045505103,1
hsa-miR-1911-5p,425,6.246527919,23466,6.385794584,0.030631452,0.828331262,1
hsa-miR-1912-3p,1093,6.064777464,22798,6.398588837,0.026391498,0.461794286,1
hsa-miR-1912-5p,401,5.910306553,23490,6.391391961,0.056346894,0.163492363,1
hsa-miR-191-3p,1233,6.137374288,22658,6.396700838,0.030643354,0.222165175,1
hsa-miR-1914-5p,1940,5.764721862,21951,6.437987776,0.039140363,0.008495485,1
hsa-miR-191-5p,72,6.659038082,23819,6.382483704,0.088557338,0.626660722,1
hsa-miR-192-3p,423,6.332085156,23468,6.384240585,0.030523028,0.833618318,1
hsa-miR-192-5p,48,4.987032778,23843,6.386128109,0.09605632,0.768697769,1
hsa-miR-193a-3p,1084,5.969652877,22807,6.402978312,0.026840905,0.445145106,1
hsa-miR-193a-5p,1840,5.878346434,22051,6.425453387,0.03848147,0.013081087,1
hsa-miR-193b-3p,1442,6.171571548,22449,6.396918522,0.022903695,0.475890149,1
hsa-miR-194-5p,197,6.27014233,23694,6.384258126,0.032691992,0.985095899,1
hsa-miR-195-3p,100,5.781941561,23791,6.385844896,0.074964062,0.63041678,1
hsa-miR-195-5p,1197,6.339135395,22694,6.385647529,0.022566183,0.608804041,1
hsa-miR-196a-1-3p,43,4.969229611,23848,6.385866874,0.11900174,0.577588127,1
hsa-miR-196a-3p,253,6.17221935,23638,6.385576554,0.044950233,0.692549875,1
hsa-miR-196a-5p,592,5.785181662,23299,6.398515067,0.062254151,0.022780823,1
hsa-miR-196b-3p,742,6.243962721,23149,6.38778391,0.035988759,0.309462645,1
hsa-miR-196b-5p,690,5.966816199,23201,6.395703931,0.041981636,0.188315368,1
hsa-miR-1973,301,5.560200013,23590,6.393819834,0.078180546,0.05286276,1
hsa-miR-197-3p,1670,6.2852253,22221,6.39068916,0.017030419,0.758495848,1
hsa-miR-197-5p,1459,6.056611063,22432,6.404566447,0.032220995,0.116310714,1
hsa-miR-1976,3887,5.962247926,20004,6.465135593,0.034555206,0.000842419,1
hsa-miR-198,2285,5.98669368,21606,6.425263122,0.031363117,0.034314839,1
hsa-miR-199a-3p,225,6.887916516,23666,6.37851977,0.050955989,0.609132396,1
hsa-miR-199b-3p,225,6.887916516,23666,6.37851977,0.050955989,0.609132396,1
hsa-miR-19a-3p,30,4.544374327,23861,6.385629221,0.184784097,0.257908451,1
hsa-miR-19a-5p,24,4.943336472,23867,6.384765157,0.120124021,0.879524111,1
hsa-miR-19b-1-5p,277,6.746821648,23614,6.379053125,0.05048755,0.48777042,1
hsa-miR-19b-2-5p,96,5.851499647,23795,6.385462749,0.110156633,0.196270761,1
hsa-miR-19b-3p,74,6.001308411,23817,6.384504063,0.083962284,0.675797015,1
hsa-miR-200a-3p,267,6.849250921,23624,6.378051138,0.08425048,0.047126785,1
hsa-miR-200a-5p,91,6.690944851,23800,6.382140929,0.059650937,0.903670747,1
hsa-miR-200b-3p,94,6.167501975,23797,6.384169639,0.087389882,0.472016436,1
hsa-miR-200b-5p,117,7.087791275,23774,6.379850194,0.081304075,0.424851267,1
hsa-miR-200c-3p,232,5.846543803,23659,6.388580748,0.088220055,0.055965708,1
hsa-miR-200c-5p,61,5.745336815,23830,6.384950253,0.094925806,0.643265346,1
hsa-miR-202-3p,259,5.653624304,23632,6.391314378,0.107179454,0.005556229,1
hsa-miR-202-5p,38,6.711755187,23853,6.38279392,0.165469642,0.249972512,1
hsa-miR-203a-3p,83,6.160226922,23808,6.384094894,0.059123591,0.934624317,1
hsa-miR-203a-5p,432,5.550441251,23459,6.398654651,0.067202156,0.043358878,1
hsa-miR-203b-3p,384,6.088770283,23507,6.38812874,0.03588603,0.715317505,1
hsa-miR-203b-5p,251,6.712199775,23640,6.379825209,0.050314815,0.555673913,1
hsa-miR-204-5p,609,5.901997367,23282,6.395907297,0.031178445,0.61111606,1
hsa-miR-2052,0,NaN,23891,6.383317152,0,1,1
hsa-miR-2053,1,8.17532886,23890,6.383242141,0,1,1
hsa-miR-205-3p,104,5.523860564,23787,6.387074813,0.068593948,0.714562801,1
hsa-miR-2054,4,5.402727444,23887,6.383481357,0,1,1
hsa-miR-205-5p,1455,6.301483331,22436,6.388624168,0.024754858,0.372286263,1
hsa-miR-206,275,5.377480306,23616,6.395029768,0.061428615,0.256532311,1
hsa-miR-208a-3p,11,5.976538406,23880,6.383504529,0.240749201,0.546925693,1
hsa-miR-208a-5p,303,6.806336926,23588,6.377883245,0.054205696,0.343020729,1
hsa-miR-208b-3p,4,15.88059802,23887,6.381726784,0,1,1
hsa-miR-208b-5p,16,9.435241462,23875,6.381271883,0.173602094,0.720907842,1
hsa-miR-20a-3p,57,6.831338216,23834,6.382245691,0.083572929,0.821941002,1
hsa-miR-20a-5p,307,5.847047215,23584,6.390297939,0.068014283,0.121128213,1
hsa-miR-20b-3p,649,6.479890852,23242,6.380620468,0.022187995,0.915066176,1
hsa-miR-20b-5p,461,6.350825831,23430,6.383956439,0.035585762,0.615981648,1
hsa-miR-210-3p,635,5.659394678,23256,6.403083697,0.073060749,0.002723685,1
hsa-miR-210-5p,2215,5.78208708,21676,6.444754899,0.038395608,0.005341918,1
hsa-miR-2113,182,5.937458891,23709,6.386739743,0.045748612,0.844062144,1
hsa-miR-2114-3p,881,6.199426075,23010,6.390357919,0.016420043,0.976155705,1
hsa-miR-2114-5p,1012,6.296317092,22879,6.3871654,0.034827535,0.190376666,1
hsa-miR-2115-3p,384,5.957489849,23507,6.390273279,0.037977495,0.647057303,1
hsa-miR-2115-5p,1588,6.323418083,22303,6.387582037,0.022813571,0.423263293,1
hsa-miR-211-5p,826,5.840383999,23065,6.402760585,0.039833264,0.159144489,1
hsa-miR-2116-3p,852,6.014749599,23039,6.396947065,0.029529536,0.47075923,1
hsa-miR-2116-5p,124,5.903272666,23767,6.385821697,0.081801549,0.381056494,1
hsa-miR-2117,491,6.0195674,23400,6.390949679,0.041409212,0.381663079,1
hsa-miR-212-3p,373,5.886246406,23518,6.39120079,0.031554406,0.858078743,1
hsa-miR-212-5p,2200,6.068519457,21691,6.415245368,0.043880118,0.000913022,1
hsa-miR-21-3p,1092,5.985582183,22799,6.402367399,0.023180841,0.630013604,1
hsa-miR-214-5p,1370,5.900738002,22521,6.412673461,0.030021194,0.194824521,1
hsa-miR-215-3p,526,6.435274983,23365,6.382147462,0.031817927,0.67494688,1
hsa-miR-215-5p,14,5.042558728,23877,6.38410329,0.188068015,0.705434637,1
hsa-miR-21-5p,38,7.449451783,23853,6.381618703,0.208487512,0.073892487,1
hsa-miR-216a-5p,320,5.951707945,23571,6.389176681,0.06377686,0.153258663,1
hsa-miR-216b-3p,290,6.171374853,23601,6.385921417,0.069892567,0.12172755,1
hsa-miR-216b-5p,98,7.086682926,23793,6.380420088,0.046328152,0.984838415,1
hsa-miR-217-3p,173,5.920284917,23718,6.386694527,0.062807351,0.507048409,1
hsa-miR-217-5p,576,6.603438906,23315,6.377879017,0.03333795,0.55982682,1
hsa-miR-218-1-3p,779,6.33899656,23112,6.384810997,0.020775986,0.900957999,1
hsa-miR-218-2-3p,313,7.004319528,23578,6.375073292,0.079551334,0.04009326,1
hsa-miR-218-5p,119,5.627338667,23772,6.387101497,0.059721769,0.792225111,1
hsa-miR-219a-1-3p,615,5.589521494,23276,6.404290873,0.080139982,0.000909082,1
hsa-miR-219a-2-3p,139,6.536337294,23752,6.382421657,0.080032639,0.338894644,1
hsa-miR-219a-5p,18,5.18201383,23873,6.384222923,0.191238824,0.526270277,1
hsa-miR-219b-3p,70,7.171894725,23821,6.380999851,0.122488561,0.245845838,1
hsa-miR-219b-5p,841,6.098268485,23050,6.393717409,0.03120286,0.408362095,1
hsa-miR-221-3p,258,6.367309768,23633,6.383491904,0.027557872,0.990204931,1
hsa-miR-221-5p,617,5.622688933,23274,6.403481611,0.059211739,0.029553178,1
hsa-miR-222-3p,225,6.347221187,23666,6.383660328,0.035313107,0.943846813,1
hsa-miR-222-5p,280,6.210513582,23611,6.385366409,0.035572403,0.875024964,1
hsa-miR-223-3p,76,7.264215091,23815,6.380505972,0.124236715,0.192748063,1
hsa-miR-223-5p,43,6.966372391,23848,6.382265853,0.129423363,0.468482651,1
hsa-miR-22-3p,1227,5.899609629,22664,6.409504459,0.032818725,0.16287468,1
hsa-miR-224-3p,100,5.686044158,23791,6.386247979,0.081883065,0.516563947,1
hsa-miR-224-5p,839,6.383310213,23052,6.383317405,0.022885296,0.79024465,1
hsa-miR-22-5p,525,6.808987048,23366,6.373752969,0.030413421,0.729197344,1
hsa-miR-2276-3p,1670,6.239600283,22221,6.394118069,0.021329152,0.47968882,1
hsa-miR-2276-5p,2776,5.988380145,21115,6.435239725,0.03496461,0.004963511,1
hsa-miR-2277-3p,961,5.801636631,22930,6.407695477,0.055502858,0.00680879,1
hsa-miR-2277-5p,1639,6.062536406,22252,6.406944675,0.026595494,0.230403616,1
hsa-miR-2278,2563,6.196931721,21328,6.405715214,0.029047065,0.042093822,1
hsa-miR-2355-3p,889,5.674105853,23002,6.410727327,0.047201989,0.044117913,1
hsa-miR-2355-5p,1223,6.154355919,22668,6.395670231,0.032063707,0.183858317,1
hsa-miR-23a-3p,237,5.405768588,23654,6.393111648,0.081052294,0.091630643,1
hsa-miR-23a-5p,2128,6.061385749,21763,6.41479581,0.03113898,0.046604402,1
hsa-miR-23b-3p,319,5.860394419,23572,6.390393868,0.074548625,0.060493411,1
hsa-miR-23b-5p,1685,6.017183909,22206,6.411099486,0.028197715,0.165635908,1
hsa-miR-23c,101,6.127737515,23790,6.384402211,0.085216769,0.458349892,1
hsa-miR-24-2-5p,164,5.032941414,23727,6.392650891,0.127449484,0.010070895,1
hsa-miR-25-3p,395,5.988255045,23496,6.389958688,0.063494244,0.087232479,1
hsa-miR-25-5p,1765,5.741041735,22126,6.434551723,0.042631014,0.005256276,1
hsa-miR-2681-3p,400,6.307458853,23491,6.384608852,0.048020838,0.324630295,1
hsa-miR-2681-5p,140,5.802854288,23751,6.386738684,0.07304324,0.447686777,1
hsa-miR-2682-3p,1851,6.129837123,22040,6.404605334,0.027758699,0.143879771,1
hsa-miR-2682-5p,1844,5.972346342,22047,6.417690544,0.038752942,0.012058739,1
hsa-miR-26a-1-3p,24,6.41087574,23867,6.38328944,0.157228949,0.593837836,1
hsa-miR-26a-2-3p,10,7.354812334,23881,6.382910345,0,1,1
hsa-miR-26a-5p,92,5.964956454,23799,6.384934413,0.048626449,0.981859103,1
hsa-miR-26b-3p,721,5.93846862,23170,6.397159871,0.038553788,0.249696624,1
hsa-miR-26b-5p,54,5.625557316,23837,6.38503377,0.102333907,0.625236049,1
hsa-miR-27a-3p,849,5.617285605,23042,6.411542167,0.046920976,0.054350183,1
hsa-miR-27a-5p,326,5.342588334,23565,6.397714674,0.093335885,0.007377628,1
hsa-miR-27b-3p,778,5.888268876,23113,6.399980829,0.037523091,0.239772716,1
hsa-miR-27b-5p,98,5.394114018,23793,6.38739154,0.071590684,0.699123619,1
hsa-miR-28-3p,136,5.360840705,23755,6.389170943,0.111777087,0.068156631,1
